Phylum	Class	Genus	Species	Subspecies	English name	GB	FRANCE	BELGIUM	NETHERLANDS	RINSE GB	RINSE FRANCE	RINSE BELGIUM	RINSE NETHERLANDS	Environment
Chordata	Aves	Anas	cyanoptera		Cinnamon Teal	Y		Y	Y	Y		Y	Y	F+T
Chordata	Aves	Anas	discors		Blue-winged Teal	Y, Ex	Y	Y, nat	Y, nat	Y, Ex	N	?	?	F+T+M
Chordata	Aves	Anas	erythrorhyncha		Red-billed Duck	Y				Y				F+T
Chordata	Aves	Anas	falcata		Falcated Teal	Y	Y			Y	?			F+T+M
Chordata	Aves	Anas	flavirostris		Speckled Teal	Y	Y	Y	Y	Y	?	Y	Y	F+T
Chordata	Aves	Anas	formosa		Baikal Teal	Y	Y	Y		Y	N	Y		F+T
Chordata	Aves	Anas	georgica		Yellow-billed Pintail	Y			Y	Y			N	F+T+M
Chordata	Aves	Anas	hottentota		Hottentot Teal	Y		Y	Y	Y		Y	Y	F+T
Chordata	Aves	Anas	luzonica		Philippine Duck	Y			Y	Y			Y	F+T+M
Chordata	Aves	Anas	penelope		Eurasian Wigeon	Y, nat	Y, nat	Y, nat	Y, nat	Y, nat	Y, nat	Y, nat	Y, nat	F+T+M
Chordata	Aves	Anas	platalea		Red Shoveler	Y				Y				F+T+M
Chordata	Aves	Anas	rhynchotis		Australian Shoveler	Y		Y	Y	Y		Y	Y	F+T+M
Chordata	Aves	Anas	sibilatrix		Chiloe Wigeon	Y		Y	Y	Y		Y	Y	F+T
Chordata	Aves	Anas	strepera		Gadwall	Y, nat	Y, nat	Y, nat	Y, nat	Y, nat	Y, nat	Y, nat	Y, nat	F+T
Chordata	Aves	Anas	undulata		African Yellowbill	Y				Y				F+T+M
Chordata	Aves	Anas	versicolor		Silver Teal	Y		Y	Y	Y		Y	Y	F+T
Arthropoda	Insecta	Anastrepha	obliqua		 A Fruit Fly [ 		Y		Y	N	N	N	N	T
Arthropoda	Insecta	Anastrepha			 A Fruit Fly [ 	Y				Y				T
Arthropoda	Insecta	Anatis	ocellata		 Eyed Ladybird	Y	Y	Y	Y	Y	Y	Y	Y	T
Arthropoda	Insecta	Anatrachyntis	simplex			Y								T
Arthropoda	Malacostraca	Anchiphiloscia	balssi						Y				Y	T
Angiospermae	Eudicotyledoneae	Anchusa 	ochroleuca			Y		Y	Y	Y			Y	T
Arthropoda	Insecta	Andricus	corruptrix			Y								T
Arthropoda	Insecta	Andricus	grossulariae			Y								T
Arthropoda	Insecta	Andricus	kollari		 Marble Gall	Y								T
Arthropoda	Insecta	Andricus	lignicola		 Cola-Nut Gall	Y								T
Arthropoda	Insecta	Andricus	quercuscalicis		 Knopper Gall	Y	Y	Y	Y	Y	?	Y	Y	T
Angiospermae	Eudicotyledoneae	Anemone 	apennina			Y	Y	Y	Y	Y			Y	T
Chordata	Actinopterygii	Anguilla	japonica		Japanese eel		Y	N			?	N		M+F
Angiospermae	Monocotyledoneae	Anisantha 	diandra			Y		Y	Y	Y			Y	T
Angiospermae	Monocotyledoneae	Anisantha 	madritensis			Y		Y	Y	Y			Y	T
Arthropoda	Insecta	Anisodactylus	binotatus			Y	Y	Y	Y	Y	N	Y	Y	T
Ascomycota	Eurotiomycetes	Anisomeridium 	polypori			Y		Y	Y	Y		Y	Y	T
Mollusca	Bivalvia	Anodonta	woodiana		Chinese pond mussel	N	Y	Y		N	Y	Y		F
Mollusca	Bivalvia	Anomia	chinensis		Chinese jingle		Y				N			M
Arthropoda	Insecta	Anoplonyx	destructor  			Y								T
Arthropoda	Insecta	Anoterostemma	ivanhofi			Y				?				T
Rhodophyta	not assigned	Anotrichium	furcellatum			Y	Y		Y	Y				M
Chordata	Aves	Anser	albifrons		Greater White-fronted Goose	Y, nat	Y, nat	Y, nat	Y, nat	Y, nat	Y, nat	Y, nat	Y, nat	F+T+M
Chordata	Aves	Anser	anser   		Greylag Goose	Y, nat	Y, nat	Y, nat	Y, nat	Y, nat	Y, nat	Y, nat	Y, nat	F+T
Chordata	Aves	Anser	brachyrhynchus		Pink-footed Goose	Y, nat	Y, nat	Y, nat	Y, nat	Y, nat	Y, nat	Y, nat	Y, nat	F+T+M
Chordata	Aves	Anser	caerulescens		Snow Goose	Y	Y	Y	Y	Y	Y	Y	N	F+T+M
Chordata	Aves	Anser	canagica		Emperor Goose	Y		Y	Y	Y		Y	Y	F+T+M
Chordata	Aves	Anser	cygnoides		Swan Goose	Y	Y	Y	Y	Y	N	Y	Y	F+T+M
Chordata	Aves	Anser	erythropus		Lesser White-fronted Goose	Y, nat	Y, nat	Y, nat	Y, nat	Y, nat	Y, nat	Y, nat	?	F+T
Chordata	Aves	Anser	fabalis		Bean Goose	Y, nat	nat	Y, nat	Y, nat	Y, nat	nat	Y, nat	Y, nat	F+T
Chordata	Aves	Anser	indicus		Bar-Headed Goose	Y	Y	Y	Y	Y	N	Y	Y	F+T
Chordata	Aves	Anser	rossii		Ross's Goose	Y		Y	Y	Y		Y	Y	F+T
Chordata	Aves	Anseranas	semipalmata		Magpie Goose	Y				Y				F+T
Arthropoda	Insecta	Antaxius	spinibrachius  				Y							T
Angiospermae	Eudicotyledoneae	Anthemis 	tinctoria			Y		Y	Y	Y			Y	T
Arthropoda	Insecta	Anthocoris	butleri			Y	Y	Y	Y	Y			Y	T
Arthropoda	Insecta	Anthonomus	rectirostris		 Bird-Cherry Weevil	Y	Y	Y	Y	Y	N	Y	Y	T
Angiospermae	Monocotyledoneae	Anthoxanthum 	aristatum			Y		Y	Y	Y			N	T
Arthropoda	Insecta	Anthrenocerus	australis		 Australian Carpet Beetle	Y	Y	Y	Y	Y	?	?	Y	T
Arthropoda	Insecta	Anthrenus	coloratus			Y				?				T
Arthropoda	Insecta	Anthrenus	flavipes		 Furniture Carpet Beetle	Y				?				T
Arthropoda	Insecta	Anthrenus	oceanicus			Y				?				T
Arthropoda	Insecta	Anthrenus	olgae			Y				?				T
Arthropoda	Insecta	Anthrenus	scrophulariae		 Common Carpet Beetle	Y	Y	Y	Y	Y	?	Y	Y	T
Chordata	Aves	Anthropoides	virgo		 Demoiselle Crane	Y	Y	Y	Y	Y				T
Basidiomycota	Agaricomycetes	Anthurus 	muellerianus 	aseroëformis					Y					T
Rhodophyta	not assigned	Antithamnion	nipponicum			N	Y			N				M
Rhodophyta	not assigned	Antithamnionella	spirographidis			Y	Y	Y	Y	Y	Y	Y	Y	M
Rhodophyta	not assigned	Antithamnionella	ternifolia			Y	Y	Y	Y	Y	Y	Y		M
Arthropoda	Insecta	Antonina	crawi			Y	Y			?	?			T
Arthropoda	Insecta	Antonina	graminis				Y				?			T
Arthropoda	Insecta	Aonidia	lauri		 Laurel Scale	Y				?				T
Arthropoda	Insecta	Aonidiella	aurantii 				Y				?			T
Arthropoda	Insecta	Aonidiella	citrina 				Y				?			T
Arthropoda	Insecta	Aonidiella	taxus  				Y				?			T
Arthropoda	Insecta	Apate	monachus  				Y				?			T
Heterokontophyta	Oomycetes	Aphanomyces	astaci		Crayfish plague	Y	Y	Y	Y	Y	Y	Y	Y	F
Platyhelminthes	Trematoda	Apharyngostrigea	cornu			Y				?				F+T
Arthropoda	Insecta	Aphelinus 	mali 				Y		Y		?		?	T
Annelida	Polychaeta	Aphelochaeta	marioni		bristleworm	Y	Y	Y	Y	Y	Y	Y	Y	M
Arthropoda	Insecta	Aphelonyx	cerricola			Y								T
Arthropoda	Insecta	Aphidecta	obliterata		 Larch Ladybird	Y	Y	Y	Y	Y	Y	Y	Y	T
Arthropoda	Insecta	Aphidius	colemani			Y	Y		Y	?	?		?	T
Arthropoda	Insecta	Aphidius	smithi						Y				?	T
Arthropoda	Insecta	Aphidoletes	abietis		 A Predatory Gall Midge	Y	Y			N	N			T
Arthropoda	Insecta	Aphis	balloticola			Y				?				T
Arthropoda	Insecta	Aphis	craccivora		 Black legume aphid	Y	Y	Y	Y	?	?	Y	Y	T
Arthropoda	Insecta	Aphis	cytisorum			Y	Y	Y	Y	N		Y	Y	T
Arthropoda	Insecta	Aphis	forbesi				Y	Y			?	?		T
Arthropoda	Insecta	Aphis	gossypii		 Cotton aphid	Y	Y	Y	Y	Y	?	Y	Y	T
Arthropoda	Insecta	Aphis	nerii						Y				Y	T
Arthropoda	Insecta	Aphis	oenotherae			Y	Y			?				T
Arthropoda	Insecta	Aphis	salicariae			Y	Y	Y		Y	?	Y		T
Arthropoda	Insecta	Aphis	spiraecola		 Spiraea aphid	Y	Y		Y	?				T
Arthropoda	Insecta	Aphis	spiraephaga  				Y				?			T
Arthropoda	Insecta	Aphis	thalictri			Y			Y	?			Y	T
Arthropoda	Insecta	Aphodius	scrofa  			Y				?				T
Arthropoda	Insecta	Aphytis	abnormis  				Y							T
Arthropoda	Insecta	Aphytis	chilensis  				Y							T
Arthropoda	Insecta	Aphytis	coheni  				Y							T
Arthropoda	Insecta	Aphytis	diaspidis				Y		Y					T
Arthropoda	Insecta	Aphytis	holoxanthus				Y		Y					T
Arthropoda	Insecta	Aphytis	lepidosaphes  				Y							T
Arthropoda	Insecta	Aphytis	melinus  				Y							T
Arthropoda	Insecta	Aphytis	mytilaspidis			Y	Y		Y					T
Arthropoda	Insecta	Aphytis	yanonensis  				Y							T
Arthropoda	Insecta	Apion	longirostre		 Hollyhock Weevil		Y	Y	Y			Y	Y	T
Chordata	Ascidiacea	Aplidium	glabrum			Y			Y	Y			Y	M
Arthropoda	Insecta	Apomyelois	ceratoniae		 Locust Bean Moth	Y	Y	Y	Y					T
Angiospermae	Monocotyledoneae	Aponogeton	distachyos		Cape Pondweed	Y	Y	Y		?	?	?		F
Arthropoda	Insecta	Appendiseta	robiniae			Y	Y	Y	Y	?				T
Arthropoda	Insecta	Aprostocetus	ceroplastae  				Y							T
Chordata	Aves	Aquila	pennata		 Booted Eagle	Y	Y	Y	Y	Y	Y	Y	Y	T
Chordata	Aves	Aquila	rapax		 Tawny Eagle	Y				Y				T
Chordata	Aves	Ara	ararauna		 Blue-and-yellow Macaw	Y	Y	Y	Y	Y	Y	Y	Y	T
Chordata	Aves	Ara	macao		 Scarlet Macaw	Y	Y	Y	Y	Y		Y	N	T
Bryozoa	Gymnolaemata	Arachnidium 	lacourti						Y				Y	M
Arthropoda	Insecta	Araecerus	coffeae			Y	Y			Y	N			T
Arthropoda	Insecta	Araecerus	fasciculatus		 Cacao Weevil	Y		Y	Y	N		Y	Y	T
Arthropoda	Insecta	Araeopteron	ecphaea  				Y							T
Arthropoda	Insecta	Araschnia	levana		 European Map	Y				N				T
Chordata	Aves	Aratinga	acuticaudata		 Blue-crowned Parakeet	Y				Y				T
Chordata	Aves	Aratinga	erythrogenys		 Red-headed Conure	Y			Y				N	T
Pinophyta	Pinopsida	Araucaria	araucana   			Y	Y			Y	N			T
Arthropoda	Malacostraca	Arcitalitrus	dorrieni			Y			Y	Y				T
Angiospermae	Eudicotyledoneae	Arctium 	nemorosum			Y			Y	Y			N	T
Chordata	Aves	Ardea	herodias		 Great Blue Heron	Y								T
Arthropoda	Insecta	Arenipses	sabella  				Y							T
Arthropoda	Diplopoda	Arenophilus	peregrinus			Y								T
Arthropoda	Insecta	Arge	berberidis		 Berberis Sawfly	Y	Y		Y	Y	Y		Y	T
Arthropoda	Arachnida	Argiope	bruennichi		 Wasp Spider [ 	Y	Y	Y	Y	Y			Y	T
Nemertea	Enopla	Argonemertes	dendyi			Y				N				T
Arthropoda	Maxillopoda	Argulus	japonicus		Carp Louse, Fish Louse	Y				Y				F
Arthropoda	Insecta	Argyresthia	cupressella		 Cypress Tip Moth	Y				Y				T
Arthropoda	Insecta	Argyresthia	curvella		 Brindled Argent	Y		Y	Y	Y			Y	T
Arthropoda	Insecta	Argyresthia	laevigatella		 Larch-boring Argent	Y			Y, Er	Y			N	T
Arthropoda	Insecta	Argyresthia	trifasciata		 Triple-barred Argent	Y		Y	Y	Y			Y	T
Arthropoda	Insecta	Argyresthia 	thuiella					Y	Y					T
Mollusca	Gastropoda	Arion	flagellus		Durham Slug	Y				Y				T
Mollusca	Gastropoda	Arion	lusitanicus		Lusitanian Slug	Y	Y	Y	Y	Y	Y	Y	Y	T
Chordata	Actinopterygii	Hypophthalmichthys	nobilis		Bighead Carp	Y	Y	Y	Y	N	?	Y	Y	F
Arthropoda	Malacostraca	Armadillo	officinalis						Y				Y	T
Angiospermae	Eudicotyledoneae	Armoracia 	rusticana			Y	Y	Y	Y	Y			Y	T
Arthropoda	Insecta	Arocatus	longiceps			Y	Y	Y	Y	?		Y	Y	T
Angiospermae	Eudicotyledoneae	Aronia 	prunifolia					Y	Y					T
Arthropoda	Arachnida	Artema	atlanta		 Giant Daddy-longlegs	Y		Y				Y		T
Arthropoda	Branchiopoda	Artemia	(salina)		Brine shrimp	Y	Y		Y	Y				M
Angiospermae	Eudicotyledoneae	Artemisia 	ampestris	maritima 		Y			Y					T
Angiospermae	Eudicotyledoneae	Artemisia 	biennis			Y	Y	Y	Y	Y			Y	T
Angiospermae	Eudicotyledoneae	Artemisia 	verlotiorum			Y	Y	Y	Y	Y			Y	T
Arthropoda	Insecta	Arthrolips	fasciata  				Y				?			T
Platyhelminthes	Turbellaria	Artioposthia	triangulata			Y				Y				T
Angiospermae	Monocotyledoneae	Arum 	italicum			Y		Y	Y	Y			Y	T
Angiospermae	Eudicotyledoneae	Asclepias	syriaca		common milkweed	Y	Y	Y	Y				Y	T
Ascomycota	Dothideomycetes	Ascochyta 	aquilegiae			Y		Y	Y	N		Y		T
Ascomycota	Dothideomycetes	Ascochyta 	dianthi 			Y	Y		Y	Y				T
Ascomycota	Dothideomycetes	Ascochyta 	pisi			Y			Y	Y				T
Ascomycota	Dothideomycetes	Ascochyta 	sorghi			Y			Y	N				T
Ascomycota	Dothideomycetes	Ascochyta 	syringae			Y	Y		Y	N				T
Arthropoda	Malacostraca	Asellus	communis			Y				N				F
Heterokontophyta 	Phaeophyceae 	Asperococcus	scaber						Y				Y	M
Arthropoda	Insecta	Asperogronops	inaequalis			Y	Y		Y	?	?		?	T
Arthropoda	Insecta	Asphondylia	borzi		 A Gall Midge	Y	Y	N	N	?	?			T
Arthropoda	Insecta	Asphondylia	buddleia  				Y				?			T
Arthropoda	Insecta	Aspidapion	validum				Y				?			T
Arthropoda	Insecta	Aspidimorpha	 nigropunctata						Y					T
Arthropoda	Insecta	Aspidiotus	destructor 			Y	Y			?	?			T
Arthropoda	Insecta	Aspidiotus	nerii		 Oleander scale	Y	Y			?				T
Chordata	Actinopterygii	Aspius	aspius		Asp	N	Y	Y	Y	N	?	N	Y	F
Arthropoda	Malacostraca	Astacus	astacus		Noble Crayfish	Y	nat	nat	nat	Y	nat	nat	nat	F
Arthropoda	Malacostraca	Astacus	leptodactylus		Turkish Crayfish	Y	Y	Y	Y	Y	Y	Y	Y	F
Angiospermae	Eudicotyledoneae	Aster	lanceolatus		Narrow-Leaved Michaelmas-Daisy	Y	Y	Y	Y	Y	Y	Y	Y	T
Angiospermae	Eudicotyledoneae	Aster	novi-belgii		Confused Michaelmas-Daisy	Y	Y	Y				Y		T
Angiospermae	Eudicotyledoneae	Aster	Xsalignus		Common michaelmas daisy	Y	Y	Y	Y	Y	Y	Y	Y	T
Arthropoda	Insecta	Asynonychus	godmani  				Y				?			T
Arthropoda	Insecta	Athalia	rosae  			Y								T
Basidiomycota	Agaricomycetes	Athelia	rolfsii   				Y	Y	Y					T
Chordata	Aves	Athene	noctua		 Little Owl	Y	Y	Y	Y	Y	Y	Y	Y	T
Arthropoda	Insecta	Atherigona	varia		 A Shoot Fly			Y				?		T
Chordata	Actinopterygii	Atherina	boyeri		Big-eyed Sand-smelt	Y	Y	Y	Y	Y	Y	?	Y	M+F
Arthropoda	Insecta	Atheta	harwoodi			Y	Y	Y	Y	Y	?	Y	Y	T
Arthropoda	Insecta	Athrips	rancidella		 Cotoneaster Webworm	Y				N				T
Arthropoda	Malacostraca	Athyaephyra	desmaresti			Y	Y	Y	Y	Y	Y	Y	Y	F
Arthropoda	Insecta	Atomaria	bella  			Y				N				T
Arthropoda	Insecta	Atomaria	fuscata  			Y				Y				T
Arthropoda	Insecta	Atomaria	fuscipes  			Y				Y				T
Arthropoda	Insecta	Atomaria	hislopi  			Y				N				T
Arthropoda	Insecta	Atomaria	lewisi			Y	Y	Y	Y	Y	N		Y	T
Arthropoda	Insecta	Atomaria	lohsei  			Y				Y				T
Arthropoda	Insecta	Atomaria	munda  			Y				Y				T
Arthropoda	Insecta	Atomaria	nitidula  			Y				Y				T
Arthropoda	Insecta	Atomaria	punctithorax  			Y				Y				T
Arthropoda	Insecta	Atomaria	pusilla  			Y				Y				T
Arthropoda	Insecta	Atomaria	strandi  			Y				Y				T
Arthropoda	Insecta	Atomaria	testacea  			Y				Y				T
Arthropoda	Insecta	Atomaria	turgida  			Y				?				T
Platyhelminthes	Cestoda	Atractolytocestus	huronensis			Y				Y				M
Arthropoda	Insecta	Attagenus	brunneus			Y	Y			?	?			T
Arthropoda	Insecta	Attagenus	cyphonoides			Y	Y		N	?	?		N	T
Arthropoda	Insecta	Attagenus	fasciatus		 Wardrobe Beetle [ 	Y	Y			Y	N			T
Arthropoda	Insecta	Attagenus	pellio		 Two-spotted Carpet Beetle	Y	Y	Y	Y	Y	N	Y	Y	T
Arthropoda	Insecta	Attagenus	smirnovi		 Brown Carpet Beetle	Y	Y			?	?			T
Arthropoda	Insecta	Attagenus	trifasciatus			Y	Y		Y	?	Y		?	T
Arthropoda	Insecta	Attagenus	unicolor		 Black Carpet Beetle	Y	Y		Y	?	?		?	T
Arthropoda	Insecta	Auberteterus	alternecoloratus  				Y							T
Arthropoda	Insecta	Aulacaspis	rosae			Y			Y	?				T
Mollusca	Gastropoda	Aulacomya	atra		Japanese whelk	Y				N				M
Arthropoda	Insecta	Aulacorthum	circumflexus		 Mottled Arum aphid	Y	Y	Y	Y	?	?	?	?	T
Arthropoda	Insecta	Aulonium	ruficorne  			Y				N				T
Arthropoda	Diplopoda	Aulonopygus 	aculeatus						Y					T
Arthropoda	Insecta	Aurantothrips	orchidaceus  			Y	Y							T
Platyhelminthes	Turbellaria	Australopacifica	coxii			Y				Y				M
Platyhelminthes	Turbellaria	Australoplana	sanguinea		 Australian Flatworm	Y	N	N	N	N	N	N	N	T
Arthropoda	Insecta	Axinotarsus	marginalis  			Y				Y				T
Chordata	Aves	Aythya	americana		Redhead	Y				N				F+T+M
Chordata	Aves	Aythya	baeri		Baer's Pochard	Y				Y				F+T
Chordata	Aves	Aythya	ferina		Common Pochard	Y, nat	Y, nat	Y, nat	Y, nat	Y, nat	Y, nat	Y, nat	Y, nat	F+T+M
Chordata	Aves	Aythya	novaeseelandiae		New Zealand Scaup	Y				Y				F+T+M
Chordata	Aves	Aythya	nyroca		Ferruginous Duck	Y, nat	Y, nat	Y, nat	Y, nat	Y, nat	Y, nat	Y, nat	Y, nat	F+T+M
Chordata	Aves	Aythya	valisineria		Canvasback	Y				Y				F+T+M
Pteridophyta	Pteridopsida	Azolla	caroliniana		Carolina Mosquito Fern	Y	Y			Y	?			F
Pteridophyta	Pteridopsida	Azolla	filiculoides		Water Fern	Y	Y	Y	Y	Y	Y	Y	?	F
Angiospermae	Eudicotyledoneae	Baccharis	halimifolia		Salt Bush	Y	Y	Y	Ex	Y	N	Y	Ex	T
Arthropoda	Insecta	Bacillius	rossius		 Corsican Stick-insect	Y								T
Arthropoda	Insecta	Bactrocera	cucurbitae		 Melon Fly	Y				?				T
Arthropoda	Insecta	Baetis	tracheatus						Y					F+T
Arthropoda	Insecta	Bagnalliella	yuccae  				Y							T
Arthropoda	Insecta	Balanococcus	diminutus		 Lax mealybug	Y	Y			?				T
Arthropoda	Insecta	Balanococcus	kwoni			Y				?				T
Arthropoda	Maxillopoda	Balanus	albicostatus				Y				N			M
Arthropoda	Maxillopoda	Balanus	amphitrite			Y	Y	Y	Y	Y	Y	Y	Y	M
Arthropoda	Maxillopoda	Balanus	balanus			Y	Y	Y	Y	Y	Y	Y	Y	M
Arthropoda	Maxillopoda	Balanus	eburneus		Ivory barnacle		Y		Y		?		Y	M
Arthropoda	Maxillopoda	Balanus	trigonus		acorn barnacle	Y		Y	Y	N		Y	N	M
Arthropoda	Maxillopoda	Balanus	variegatus				Y	Y			Y	Y		M
Mollusca	Gastropoda	Balea	biplicata		Two lipped door snail	Y	nat	nat	Y, nat	Y	nat	nat	Y, nat	T
Chordata	Aves	Balearica	regulorum		 Crowned Crane	Y		Y	Y	Y		Y	Y	T
Arthropoda	Collembola	Ballistura 	filifera			Y			Y	Y				T
Arthropoda	Insecta	Bambusaspis	bambusae			Y	Y			?	?			T
Annelida	Clitellata	Barbronia	weberi				Y				?			F
Arthropoda	Insecta	Bardistus	cibarius				Y				?			T
Entoprocta	not assigned	Barentsia 	matsushimana			Y			Y	N			?	M
Arthropoda	Arachnida	Barylestis	variatus			Y								T
Arthropoda	Insecta	Batracomorphus	allionii			Y		Y		?		N		T
Platyhelminthes	Turbellaria	Bdellocephala	punctata			Y	Y	Y	Y	Y	Y	Y	Y	T
Arthropoda	Insecta	Belonochilus	numenius 				Y				?			T
Arthropoda	Insecta	Bemisia	afer			Y	Y			?				T
Ctenophora	Nuda	Beroe	cucumi			Y		Y	Y	Y		Y	Y	M
Angiospermae	Eudicotyledoneae	Berteroa	incana		Hoary Alison	Y	Y	Y	Y		Y	Y	Y	T
Angiospermae	Eudicotyledoneae	Bidens	connata		London Bur-marigold	Y	Y	Y	Y		Y	Y	Y	T
Angiospermae	Eudicotyledoneae	Bidens	frondosa		Beggarticks	Y	Y	Y	Y		Y	Y	Y	T
Arthropoda	Insecta	Bisnius	parcus			Y	Y		Y	Y				T
Cnidaria	Hydrozoa	Blackfordia	virginica				Y				N			M
Arthropoda	Insecta	Blaps	lethifera		 Blunt-tailed Blaps	Y		Y	Y	Y			N	T
Arthropoda	Insecta	Blaps	mortisaga			Y		Y	Y	Y		Y		T
Arthropoda	Insecta	Blaps	mucronata		 Cellar Beetle	Y	Y	Y	Y	Y	N	Y	Y	T
Arthropoda	Insecta	Blasticotoma	filiceti  			Y								T
Arthropoda	Insecta	Blastobasis	adustella			Y	Y		Y					T
Arthropoda	Insecta	Blastobasis	lacticolella			Y			Y	Y			Y	T
Arthropoda	Insecta	Blastobasis	phycidella		 Hampshire Dowd	Y	Y	Y	Y	N			Y	T
Arthropoda	Insecta	Blastobasis	rebeli  			Y								T
Arthropoda	Insecta	Blastobasis	vittata			Y			Y	Y				T
Arthropoda	Insecta	Blastodiplosis	cocciferae		 A Gall Midge	Y				?				T
Arthropoda	Insecta	Blatta	orientalis		 Common Cockroach	Y	Y	Y	Y	Y	N	Y	N	T
Arthropoda	Insecta	Blattella	germanica		 German Cockroach	Y	Y	Y	Y	Y	N	Y	Y	T
Pteridophyta	Polypodiopsida	Blechnum	cordatum		 Chilean Hard-fern	Y				Y				T
Arthropoda	Insecta	Blepharipa	schineri		 A Tachinid Fly	Y		Y	Y	Y		?	?	T
Ascomycota	Leotiomycetes	Blumeria	graminis			Y	Y	Y	Y	Y		Y	Y	T
Ascomycota	Ascomycetes	Blumeriella 	jaapii			Y	Y	Y	Y	Y	N	N	Y	T
Annelida	Polychaeta	Boccardia	ligerica				Y	Y	Y		N	Y	Y	M
Annelida	Polychaeta	Boccardia	polybranchia			Y	Y				N			M
Annelida	Polychaeta	Boccardia	semibranchiata				Y				N			M
Mollusca	Gastropoda	Boettgerilla	pallens		Worm Slug	Y	Y	Y	Y	Y	N	Y	Y	T
Basidiomycota	Agaricomycotina	Bolbitius 	coprophilus			Y	Y		Y	Y				T
Arthropoda	Arachnida	Bolyphantes	alticeps			Y				N				T
Chordata	Amphibia	Bombina	orientalis						Y				Y	F+T
Chordata	Amphibia	Bombina	variegata		Yellow-bellied Toad	Y, Er				N				F+T
Chordata	Aves	Bombycilla	cedrorum		 Cedar Waxwing	Y								T
Chordata	Aves	Bombycilla	japonica		 Japanese Waxwing	N		Y	Y			Y	Y	T
Cercozoa	Ascetosporea	Bonamia	ostreae			Y	Y	Y	Y	?		Y		M
Arthropoda	Insecta	Borkhausenia	nefrax				Y		Y					T
Arthropoda	Branchiopoda	Bosmina 	longispina					Y	Y			Y	Y	M
Platyhelminthes	Cestoda	Bothriocephalus	acheilognathi			Y				Y				F
Chordata	Ascidiacea	Botrylloides	diegense			Y	Y		Y	Y	Y		Y	M
Chordata	Ascidiacea	Botrylloides	violaceus			Y	Y	Y	Y	Y	Y	Y	Y	M
Chordata	Ascidiacea	Botryllus 	schlosseri			Y	Y	Y	Y	Y	Y	Y	Y	M
Ascomycota	Leotiomycetes	Botryotinia 	draytonii			Y			Y	N				T
Ascomycota	Leotiomycetes	Botryotinia 	squamosa			Y	Y	Y	Y	N				T
Heterokontophyta 	Phaeophyceae 	Botrytella				Y			Y	N				M
Ascomycota	Leotiomycetes	Botrytis 	galanthina			Y			Y	Y				T
Arthropoda	Insecta	Bovicola	ovis						Y					T
Bryozoa	Gymnolaemata	Bowerbankia	gracilis			Y	Y	Y	Y	Y	Y	Y	Y	M
Bryozoa	Gymnolaemata	Bowerbankia	imbricata			Y	Y	Y	Y	Y	Y	Y	N	M
Rotifera	Monogononta	Brachionus	plicatilis					Y	Y			Y	Y	M+F
Arthropoda	Insecta	Brachycaudus	rumexicolens			Y	Y	Y	Y	?				T
Arthropoda	Insecta	Brachycorynella	asparagi  				Y				?			T
Arthropoda	Insecta	Brachymyrmex	heeri  				Y							T
Arthropoda	Insecta	Brachynotocoris	punctipennis			Y				?				T
Arthropoda	Malacostraca	Brachynotus	sexdentatus			Y	Y			N	N			M
Arthropoda	Arachnida	Brachypelma	albopilosum					Y				Y		T
Arthropoda	Insecta	Brachypeplus	deyrollei  				Y				?			T
Arthropoda	Insecta	Brachypterolus	antirrhini			Y		Y	Y	?		?	?	T
Arthropoda	Insecta	Brachypterolus	vestitus		 Antirrhinum Beetle	Y		Y		Y				T
Arthropoda	Insecta	Bradysia	difformis		 A Black Fungus Gnat [ 	Y		Y	Y	N		?	?	T
Annelida	Clitellata	Branchiodrilus 	hortensis			Y		Y	Y	Y		Y		F
Annelida	Polychaeta	Branchiomma	bombyx			Y	Y		Y	Y	Y		Y	M
Annelida	Clitellata	Branchiura	sowerbyi			Y	Y	Y	Y	Y	Y	Y	Y	F
Chordata	Aves	Branta	bernicla		Brant Goose	Y, nat	Y, nat	Y, nat	Y, nat	Y, nat	Y, nat	Y, nat	Y, nat	F+T+M
Heterokontophyta	Oomycetes	Phytophthora	cinnamomi		Phytophthora crown	Y	Y	Y	Y	N				T
Chordata	Aves	Branta	hutchinsii		Lesser Canada Goose	Y		Y	Y	Y		Y	Y	F+T
Chordata	Aves	Branta	leucopsis		Barnacle Goose	Y	Y	Y	Y	Y	Y	Y	Y	F+T+M
Chordata	Aves	Branta	ruficollis		Red-breasted Goose	Y, nat	Y, nat	Y, nat	Y, nat	Y, nat	N	?	?	F+T+M
Chordata	Aves	Branta	sandvicensis		Hawaiian Goose	Y		Y	Y	Y		N	Y	F+T
Annelida	Clitellata	Bratislavia	dadayi					Y				Y		F
Arthropoda	Insecta	Braula	schmitzi		A Bee Louse [ 	Y	Y		N	?	?		N	T
Arthropoda	Arachnida	Brevipalpus	californicus   				Y							T
Arthropoda	Arachnida	Brevipalpus	lewisi   				Y							T
Arthropoda	Arachnida	Brevipalpus	phoenicis						Y					T
Arthropoda	Arachnida	Brevipalpus	russulus   			Y	Y	Y	Y					T
Arthropoda	Arachnida	Brevipalpus 	obovatus				Y	Y	Y					T
Arthropoda	Insecta	Bruchela	rufipes			Y				Y				T
Arthropoda	Insecta	Bruchidius	siliquastri				Y				?			T
Arthropoda	Insecta	Bruchidius	varius			Y								T
